Index,Agency Abbreviation,Agency Name,QuestionID,Full Question Text,Tags
297,HUD,Department of Housing and Urban Development,HUD 297,What are the housing needs of agricultural workers?,"Mission-Focused, Housing"
298,HUD,Department of Housing and Urban Development,HUD 298,What are the most effective ways of engaging with and attracting landlords to the voucher program?,"Mission-Focused, Housing"
299,HUD,Department of Housing and Urban Development,HUD 299,What would change if tenant-based rental assistance programs made payments directly to tenants?,"Mission-Focused, Housing"
300,HUD,Department of Housing and Urban Development,HUD 300,"What would it take to modernize and improve accessibility in the federally assisted housing stock, including public housing and privately-owned multifamily housing?","Mission-Focused, Equity, Housing"
301,HUD,Department of Housing and Urban Development,HUD 301,"How does housing quality affect assisted housing tenure, employment, health, and quality of life outcomes of public housing and Housing Choice Voucher (HCV) tenants?","Mission-Focused, Public Health, Housing"
302,HUD,Department of Housing and Urban Development,HUD 302,"What are the tenant, neighborhood, and Public Health Authority (PHA) outcomes associated with the implementation of Small Area Fair Market Rents?","Mission-Focused, Equity, Housing, Social Services"
303,HUD,Department of Housing and Urban Development,HUD 303,"What are the barriers to applying for federal housing assistance, especially for individuals who are members of protected class groups or underserved communities, and would tools that facilitate applying for housing assistance address them?","Mission-Focused, Equity, Housing"
304,HUD,Department of Housing and Urban Development,HUD 304,What is the pattern and distribution of voucher portability in the Housing Choice Voucher Program?,"Mission-Focused, Equity, Housing"
305,HUD,Department of Housing and Urban Development,HUD 305,How can HUD better support students in post-secondary education who are at risk of housing insecurity and homelessness?,"Mission-Focused, Equity, Education, Housing"
306,HUD,Department of Housing and Urban Development,HUD 306,What are the pros and cons of updating utility allowances through energy consumption modeling rather than relying on actual utility data in multifamily properties?,"Mission-Focused, Energy, Housing"
307,HUD,Department of Housing and Urban Development,HUD 307,How do energy standards affect the long-term viability of Rental Assistance Demonstration (RAD) conversions?,"Mission-Focused, Energy, Housing"
308,HUD,Department of Housing and Urban Development,HUD 308,How are Public Housing Authorities (PHAs) implementing the Project-Based Voucher program?,"Mission-Focused, Housing"
309,HUD,Department of Housing and Urban Development,HUD 309,Is the Project-Based Voucher program benefiting HUD's target populations and do underserved communities have equitable access to the program?,"Mission-Focused, Equity, Housing"
310,HUD,Department of Housing and Urban Development,HUD 310,What are the long-term social and economic outcomes of persons who have exited public and assisted housing?,"Mission-Focused, Equity"
311,HUD,Department of Housing and Urban Development,HUD 311,What are the most significant problems with indoor air quality in HUD-assisted housing? What are cost-effective ways to influence positive changes in indoor air quality?,"Mission-Focused, Equity, Public Health, Housing"
312,HUD,Department of Housing and Urban Development,HUD 312,Which program designs for deploying Integrated Pest Management in public and assisted housing are most cost-effective and manageable?,"Mission-Focused, Housing"
313,HUD,Department of Housing and Urban Development,HUD 313,How can HUD reduce the incidence of elevated blood lead levels among children of families in the Housing Choice Voucher program?,"Mission-Focused, Equity, Public Health, Housing"
